station,date,precip,tobs,latitude,longitude,elevation,name,country,state
USC00519397,01/03/2010,0.01,70,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,02/03/2010,0,72,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,03/03/2010,0,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,04/03/2010,0.12,70,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,05/03/2010,0.08,71,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,06/03/2010,0.03,72,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,07/03/2010,0,72,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,08/03/2010,0.43,69,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,09/03/2010,0.06,70,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,11/03/2010,0,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,12/03/2010,0,72,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,13/03/2010,0,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,14/03/2010,0,70,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,15/03/2010,0.06,71,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,17/03/2010,0,68,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,18/03/2010,0,70,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,21/03/2010,0,72,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,22/03/2010,0,69,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,23/03/2010,0,68,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,24/03/2010,0,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,26/03/2010,0,72,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,27/03/2010,0,72,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,28/03/2010,0,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,29/03/2010,0,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,30/03/2010,0,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,31/03/2010,0,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,01/04/2010,0,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,02/04/2010,0.01,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,03/04/2010,0.17,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,04/04/2010,0.15,71,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,05/04/2010,0.27,72,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,06/04/2010,0.01,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,08/04/2010,0,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,09/04/2010,0.01,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,10/04/2010,0,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,11/04/2010,0.01,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,12/04/2010,0.01,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,13/04/2010,0,71,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,15/04/2010,0,71,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,16/04/2010,0.01,68,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,17/04/2010,0,70,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,18/04/2010,0,71,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,19/04/2010,0,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,20/04/2010,0.04,71,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,21/04/2010,0.01,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,22/04/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,23/04/2010,0.02,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,24/04/2010,0,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,25/04/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,26/04/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,28/04/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,30/04/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,01/05/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,02/05/2010,0.03,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,03/05/2010,0.2,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,04/05/2010,0.08,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,05/05/2010,0.01,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,06/05/2010,0,80,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,07/05/2010,0.05,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,08/05/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,09/05/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,10/05/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,11/05/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,13/05/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,14/05/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,15/05/2010,0,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,16/05/2010,0.03,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,17/05/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,18/05/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,19/05/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,21/05/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,22/05/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,23/05/2010,0.05,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,24/05/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,25/05/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,26/05/2010,0.02,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,27/05/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,28/05/2010,0,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,29/05/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,30/05/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,31/05/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,01/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,02/06/2010,0.01,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,03/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,04/06/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,05/06/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,06/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,07/06/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,08/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,09/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,10/06/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,11/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,12/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,13/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,14/06/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,15/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,16/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,17/06/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,18/06/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,19/06/2010,0,82,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,20/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,21/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,22/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,23/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,24/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,25/06/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,26/06/2010,0.02,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,27/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,28/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,29/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,30/06/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,01/07/2010,0.01,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,02/07/2010,0.05,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,03/07/2010,0.09,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,04/07/2010,0.05,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,05/07/2010,0.06,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,06/07/2010,0.08,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,07/07/2010,0.08,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,08/07/2010,0.03,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,09/07/2010,0.06,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,10/07/2010,0.09,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,11/07/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,12/07/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,13/07/2010,0,80,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,16/07/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,17/07/2010,0.02,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,18/07/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,19/07/2010,0.04,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,21/07/2010,0,80,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,22/07/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,24/07/2010,0,80,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,25/07/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,26/07/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,27/07/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,28/07/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,29/07/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,30/07/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,31/07/2010,0.02,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,01/08/2010,0.04,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,02/08/2010,0.01,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,03/08/2010,0.02,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,04/08/2010,0.07,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,05/08/2010,0.08,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,06/08/2010,0.03,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,07/08/2010,0,80,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,08/08/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,09/08/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,10/08/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,11/08/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,12/08/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,13/08/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,14/08/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,15/08/2010,0.01,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,16/08/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,17/08/2010,0.05,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,18/08/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,19/08/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,20/08/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,21/08/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,22/08/2010,0,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,23/08/2010,0.01,87,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,24/08/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,25/08/2010,0.04,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,26/08/2010,0.03,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,27/08/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,28/08/2010,0.04,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,29/08/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,30/08/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,31/08/2010,0,80,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,01/09/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,02/09/2010,0.02,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,03/09/2010,0.04,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,04/09/2010,0.01,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,05/09/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,06/09/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,07/09/2010,0.06,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,08/09/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,09/09/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,10/09/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,11/09/2010,0.05,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,12/09/2010,0,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,13/09/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,14/09/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,15/09/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,16/09/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,17/09/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,19/09/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,20/09/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,21/09/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,22/09/2010,0.04,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,23/09/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,24/09/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,25/09/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,26/09/2010,0,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,27/09/2010,0,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,28/09/2010,0,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,29/09/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,30/09/2010,0.57,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,01/10/2010,0.31,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,02/10/2010,0.03,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,03/10/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,04/10/2010,0.06,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,05/10/2010,0,80,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,06/10/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,07/10/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,08/10/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,09/10/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,10/10/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,11/10/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,12/10/2010,0,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,13/10/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,15/10/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,16/10/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,17/10/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,18/10/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,19/10/2010,0.07,72,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,20/10/2010,0,74,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,21/10/2010,0,80,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,22/10/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,23/10/2010,0,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,24/10/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,25/10/2010,0,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,26/10/2010,0.07,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,27/10/2010,0.05,79,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,28/10/2010,0.06,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,29/10/2010,0.03,78,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,30/10/2010,0.02,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,31/10/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,01/11/2010,0.01,75,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,02/11/2010,0.01,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,04/11/2010,0,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,05/11/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,06/11/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,07/11/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,08/11/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,09/11/2010,0,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,10/11/2010,0.23,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,11/11/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,12/11/2010,0,77,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,13/11/2010,0,76,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
USC00519397,16/11/2010,0,73,21.2716,-157.8168,3,WAIKIKI 717.2,US,HI
